Original_Latitude,Original_Longitude,Venue_Name,Address,Latitude,Longitude,Categories,Rating,TotalRatings
45.53946063965585,-73.57605636119843,Sushi Tri Express,"1650 Laurier Ave E (Marquette), Montréal QC H2J 1J2",45.535374,-73.581831,['Sushi Restaurant'],,
45.53946063965585,-73.57605636119843,Le Sain Bol,"5095 Fabre Rue (at Laurier), Montréal QC H2J 3W3",45.53468,-73.58239,['Caterer'],,
45.53946063965585,-73.57605636119843,Les Co'Pains d'Abord,"2727 Masson Rue (3e Avenue), Montréal QC H1Y 1W6",45.546689,-73.575943,"['Bakery', 'Deli']",,
45.53946063965585,-73.57605636119843,Fromentier,"1375 Laurier Ave E (coin Garnier), Montréal QC H2J 1H6",45.533744,-73.583717,['Bakery'],,
45.53946063965585,-73.57605636119843,Quai No.4,"2800 Masson Rue (coin 4e avenue), Montréal QC H1Y 1W7",45.547043,-73.575275,"['Bar', 'Gastropub', 'Seafood Restaurant']",,
45.53946063965585,-73.57605636119843,L'Entre-Pots,"1995 Masson Rue (coin Bordeaux), Montréal QC H2H 1A5",45.538881,-73.582623,"['Café', 'Coffee Shop', 'American Restaurant']",,
45.5121682576952,-73.55481594800949,Cadet,"1431 Saint-Laurent Blvd (entre De Maisonneuve & Ste-Catherine), Montréal QC H2X 2S8",45.510388,-73.564365,"['Restaurant', 'Wine Bar']",,
45.5121682576952,-73.55481594800949,Paquebot Vieux-Mtl,"520 Saint-Laurent Blvd (Saint-Jacques), Montréal QC H2Y 2Y9",45.506234,-73.55629,"['Café', 'Coffee Shop', 'Restaurant']",,
45.5121682576952,-73.55481594800949,Bouillon Bilk,"1595 Saint-Laurent Blvd (entre De Maisonneuve & Ontario), Montréal QC H2X 2S9",45.511038,-73.565936,['Restaurant'],,
45.5121682576952,-73.55481594800949,Pourquoi Pas Espresso Bar,"1447 Atateken Rue (entre De Maisonneuve & Ste-Catherine), Montréal QC H2L 3L2",45.517964,-73.557776,"['Café', 'Coffee Shop', 'Restaurant']",,
45.5121682576952,-73.55481594800949,Pub Wolf & Workman,"139 Saint-Paul Rue O, Montréal QC H2Y 1Z5",45.503875,-73.554957,"['Restaurant', 'Pub']",,
45.5121682576952,-73.55481594800949,Café Olimpico,"419 Saint-Vincent Rue (Rue Saint-Amable), Montréal QC H2Y 3A6",45.507261,-73.553272,"['Café', 'Coffee Shop', 'Restaurant']",,
45.5121682576952,-73.55481594800949,L'Usine de Spaghetti,"273 Saint-Paul Rue E (at rue du Marché-Bonsecours), Montréal QC H2Y 1H1",45.508131,-73.552379,['Italian Restaurant'],,
45.5121682576952,-73.55481594800949,Jardin Nelson,"407 Jacques-Cartier Pl (coin St-Paul), Montreal QC H2Y 3B1",45.507898,-73.552662,"['Bistro', 'French Restaurant', 'Italian Restaurant']",,
45.5121682576952,-73.55481594800949,Tommy Café,"151 Saint-Paul Rue O, Montréal QC H2Y 1Z5",45.503417,-73.555136,['Café'],,
45.5121682576952,-73.55481594800949,Cachitos,"153 Sainte Catherine Rue E (Boulevard Saint-Laurent), Montréal QC H2X 1K8",45.511222,-73.562454,"['Bakery', 'Café']",,
45.526991277453526,-73.55821162462234,Le Mousso,"1023 Ontario Rue E (entre Amherst & St-Timothée), Montréal QC H2L 1P8",45.520127,-73.563173,['Restaurant'],,
