name,latitude,longitude,free_bikes,empty_slots
Collège Bois-de-Boulogne (Bois-de-Boulogne),45.53690740947054,-73.67478135508463,9,11
Metcalfe / de Maisonneuve,45.50177034353527,-73.57427495998309,0,23
Laurier / St-Denis,45.5271540234837,-73.58943924307823,11,14
Chabanel / Esplanade,45.54132316817171,-73.65271349801333,3,20
Wellington / Gordon,45.46115406449117,-73.56709241867065,2,23
Wellington / de l'Église,45.463112645131076,-73.56705610964127,17,2
Bishop / Ste-Catherine,45.496597761984034,-73.57650284979172,7,15
Wellington / 3e avenue,45.45749246180326,-73.56758799411182,4,13
Marmier / St-Denis,45.53080495407925,-73.59839648008347,10,17
Berri / Gilford,45.52677632748293,-73.58606100082396,0,18
Earnscliffe / Queen-Mary,45.48184399150666,-73.6303972452879,6,16
Notre-Dame-de-Grâce / Décarie,45.477332647079656,-73.61529976129532,14,1
Roy / St-Denis,45.51908,-73.5727,13,12
Parc Jeanne-Mance (monument sir George-Étienne-Cartier),45.51487490356938,-73.58486406505108,35,10
Parc Jeanne-Mance (du Mont-Royal / du Parc),45.51689731423111,-73.58910799026489,14,18
Parc Howard (de l'Épée / de Liège),45.533376932033164,-73.64228380847635,5,15
de la Cathédrale / René-Lévesque,45.499161694813886,-73.56931967664423,1,30
La Tour de Montréal (Pierre-de-Coubertin / Bennett),45.55970526805903,-73.55155438184738,2,20
d'Anvers / Wiseman,45.53014304871808,-73.6400398240221,7,12
Chabot / Beaubien,45.54442573762501,-73.59578132629395,4,11
Parthenais / Larivière,45.53025954525953,-73.55784621096973,11,19
St-Jacques / Gauvin,45.50065923264611,-73.5611384269032,9,10
St-Cuthbert / Clark,45.51567168354896,-73.57744306325912,15,4
Henri-Julien / du Mont-Royal,45.52302929545924,-73.58409225940704,0,27
Boyer / St-Zotique,45.53866220045916,-73.60580742359161,3,16
Crescent / de Maisonneuve,45.49812041247333,-73.57759594917297,2,21
Bennett / Ste-Catherine,45.55315915057821,-73.53263273835182,8,13
Marianne / de Lorimier,45.53402821126129,-73.57024937868117,27,9
de la Gauchetière / St-Alexandre,45.50295893873599,-73.56374170638446,4,14
St-Dominique / St-Viateur Nord,45.526967994427125,-73.59916895627975,8,15
St-Timothée / Ste-Catherine,45.5170563208812,-73.55770137168292,6,15
Victoria / 39e avenue,45.44001578400139,-73.70019972324371,3,11
Principale / Jean-Duceppe,45.587907229193526,-73.34771825004282,12,7
Terminus Ste-Julie (Armand-Frappier),45.58231159807488,-73.32433423960538,6,11
N.-P. Lapierre / Armand-Frappier,45.57978196712583,-73.34458894098134,3,12
du Fer-à-Cheval / des Hauts-Bois,45.57231912648751,-73.32789487207265,11,4
St-Joseph / Lamoureux,45.59260312756609,-73.33754654508994,8,7
Keller / Cousineau,45.52355020292929,-73.7138856947422,8,6
des Érables / Beaubien,45.54614641841041,-73.59369993209839,12,11
Casino de Montréal,45.5063732,-73.52457672,14,20
Bassin olympique (Chemin du Chenal le Moyne),45.5169025120042,-73.52724552154541,12,6
Parc Plage,45.50263299287665,-73.52748987080304,8,10
St-Dominique / Rachel,45.51861160491394,-73.58156056457119,16,6
Duluth / de l'Esplanade,45.515132275425785,-73.58105599880219,17,9
Bourbonnière / Ontario,45.547958148186225,-73.54309067130089,11,7
de la Porte de Québec / St-André,45.51329411414168,-73.55057805776596,17,6
Jean-d’Estrées / Notre-Dame,45.494390273885884,-73.56391131877899,2,21
Atateken / du Square Amherst,45.52058271176779,-73.56395011160203,18,1
de Mentana / du Mont-Royal,45.52694544540877,-73.58005285263062,5,17
Plessis / René-Lévesque,45.51937504116866,-73.55190977454185,0,15
St-André / Ontario,45.51889,-73.56353,6,13
Drolet / Marie-Anne,45.522402573414084,-73.58117669820786,8,11
Cartier / Masson,45.5380207402854,-73.58352363109587,5,9
René-Lévesque / Papineau,45.52097057660443,-73.5499919950962,3,35
Montcalm / de Maisonneuve,45.519131967116216,-73.55788965214742,14,1
Sanguinet / de Maisonneuve,45.51344071816516,-73.56261849403381,27,3
Square St-Louis (du Square St-Louis / Laval),45.516090801970655,-73.5701286792755,10,24
Ste-Catherine / Sanguinet,45.512936177874096,-73.56124520301817,18,20
McGill / Wellington,45.499447710650415,-73.55489909648894,8,23
Fairmount / Hutchison,45.51969064184933,-73.59826556408734,11,12
Milton / St-Laurent,45.512916325090295,-73.57055649161339,6,15
Aylmer / Prince-Arthur,45.508566869474386,-73.57769787311554,0,23
Théâtre du Vieux-Terrebonne (St-Pierre / des Braves),45.69223305604548,-73.63703128697125,9,9
de Monaco / du Souvenir,45.569501890755866,-73.7059235572815,5,14
Prince-Arthur / St-Urbain,45.51262123436571,-73.5737282037735,9,24
Lincoln / St-Marc,45.49404056072524,-73.58274042606354,3,14
du Parc / François-Foucault,45.605939260812214,-73.66295456886292,9,18
de Bordeaux / St-Joseph,45.53683253167888,-73.57777421686478,8,11
Parc Maisonneuve (Viau / Sherbrooke),45.56493679334249,-73.5555911064148,4,17
Calixa-Lavallée / Rachel,45.52787013859106,-73.57197269797325,18,12
St-Roch / Querbes,45.53020744279929,-73.62907156348228,8,10
St-Sylvestre / St-Charles,45.53638517746843,-73.51247191429138,8,14
Édouard-Montpetit / de Stirling,45.50737888711866,-73.61485987901688,18,9
Guy / Notre-Dame,45.490000580719105,-73.56706600863617,14,13
de Kent / Hudson,45.50582139761067,-73.62943192376406,26,0
Charles-Biddle / Atwater,45.47913738100108,-73.57514977455139,25,2
Marcil / de la Côte-Saint-Luc,45.47835429860073,-73.62848530239717,10,13
Villeneuve / du Parc,45.518197623521424,-73.59239235520363,10,4
Ann / Wellington,45.494520387544334,-73.55676591396332,9,6
des Carrières / Marquette,45.53857953787113,-73.58848571777344,6,19
d'Aragon / Springland,45.4533311522553,-73.59767496585846,19,0
Eadie / Galt,45.46299810854156,-73.59011898464814,13,5
Mountain Sights / Édouard-Montpetit,45.4872273014705,-73.63343954086304,13,6
Ste-Émilie / Sir-Georges-Etienne-Cartier,45.47301091860492,-73.58505249023438,16,7
Coffee / Elmhurst,45.454791592731134,-73.64039182662964,10,9
de Bordeaux / Masson,45.539037937964046,-73.58252048492432,8,11
Parc Hector-Toe-Blake (du Sussex / René-Lévesque),45.48915410275294,-73.58088755610879,4,13
Hamilton / Jolicoeur,45.45670692115263,-73.59764814376831,11,2
Lincoln / du Fort,45.49306511863136,-73.58382672071457,5,14
15e avenue / Dandurand,45.554786595434784,-73.57425928115845,7,16
Molson / Beaubien,45.54977750895228,-73.59132108093945,4,19
Montmorency / du bon Pasteur,45.55329239896619,-73.71069212807924,0,27
Robin / 15e Rue,45.55988743285077,-73.69822025299072,0,0
